,_id,Text_without_authors
47,6043e41b310924997d8b38b6,"Diachronic semantics of the modal verb -sóból- in Luganda : a corpus-driven approach in this article the semantic evolution of the modal verb -sóból- in luganda isexamined through the analysis of a diachronic corpus spanning the last 120years. it is shown that the usage frequency of this verb increased exponentiallybetween the early 20th century and the present, and that it use a a lexical verbhas dramatically decreased during the same time span. the corpus data furthermoresubstantiate that it modal us have been extended from the exclusiveexpression of dynamic possibility until the 1960s to deontic possibility. methodologically,this is the first full-scale article within the young field of bantucorpus linguistics in which a corpus-driven study is performed on a diachroniccorpus. the approach is not only shown to be feasible, but the encouragingresults will hopefully entice colleague working on the bantu language toundertake the building and analysis of such diachronic corpus for linguisticpurposes."
48,6043e41b310924997d8b38b7,"Towards a part-of-speech ontology : encoding morphemic unit of two South African Bantu language this article describes the design of an electronic knowledge base, namely a morpho-syntacticdatabase structured a an ontology of linguistic categories, containing linguistic unit of tworelated language of the south african bantu group: northern sotho and zulu. theselanguages differ significantly in their surface orthographies, but are very similar on the lexicaland sub-lexical levels. it is therefore our goal to describe the morpheme of these language ina single common database in order to outline and interpret commonality and difference inmore detail. moreover, the relational database which is developed defines the underlyingmorphemic unit (morphs) for both languages. it will be shown that the electronic part-ofspeechontology go hand in hand with part-of-speech tagsets that label morphemic units.this database is designed a part of a forthcoming system providing lexicographic andlinguistic knowledge on the official south african bantu languages."
49,6043e41b310924997d8b38b8,"In search of larger unit of meaning: a foray into Northern Sotho data the availability of large-scale electronic language corpus ha led to revolutionarychanges in the landscape of linguistic research. corpus linguistics ha in the pastfew decade developed from an alternative methodology of linguistic investigation toa fully-fledged theoretical approach to linguistic study. furthermore, having access toelectronic corpus ha lead scholar such a sinclair (2004) to redefine the basic unitof meaning of language. in the light of corpus evidence, he proposes the existence of alexical unit which represents a lexical structure higher than the word, in which meaningis vested. in this article, the notion of a functional unit of meaning in northern sothois explored. two case study are presented, illustrating not only the methodology ofcorpus-driven investigation for a bantu language, but also the theoretical and practicalimplications of recognising the existence of extended unit of meaning."
50,6043e41b310924997d8b38b9,"Disabled men and woman in early Christianity. A study of Chrysostom's writing study on gender, race and sexuality have provided u with valuable insight into the study of disability, a field which ha started to draw the attention of many scholar in varying fields. various form of disability were common occurrence in the ancient world and thus also in chrysostom world. when studying disability in the ancient world, one should be careful not to make anachronistic assumption about disability, and should not approach the subject from a modern perspective or use modern medical category of impairment to discus the disability of the ancients. in this paper we will examine chrysostom view on disability and how he chose to deal with the theological question raised by disability."
51,6043e41b310924997d8b38ba,"Kritiese beskouing van woordeboeke met geamalgameerde lemmalyste  die onlangs gepubliseerde groot woordeboek (afrikaans en nederlands), ookbekend a anna, is die eerste woordeboek met  geamalgameerde lemmalys gebaseer op diemodel van martin en gouws (2000). anna baan ook die weg vir  soortgelyke benadering virander nouverwante tale soos die sothotale en die ngunitale van suid-afrika. die voor- en nadelevan vyf aspekte te wete (a) vergelyking en kontras, (b) gebruikersvriendelikheid, (c) ruimtebesparing,(d) ordening van betekenisonderskeidings en (e) die aanbod van  afsonderlike grammatikalekompendium word krities beskou. die beginsels waarop amalgamering berus, die tersaaklike lemmatipes,asook enkele kenmerke van die model word vooraf kortliks bespreek. the recently published groot woordeboek (afrikaans en nederlands), also known asanna, is the first dictionary with an amalgamated lemmalist based on the model of martin andgouws (2000). anna also pave the way for a similar approach for other closely related languagessuch a the sotho language and the nguni language of south africa. the advantage and disadvantagesof five aspect namely (a) comparison and contrast, (b) user-friendliness, (c) spacesaving, (d) ordering of sens and (e) provision of a separate grammatical compendium are criticallyevaluated. the principle of amalgamation, the relevant lemma types, a well a certain characteristicsof the model are briefly discussed beforehand. "
52,6043e41b310924997d8b38bb,"Introducing a new lexicographical model : alphaconceptual+ (and how it could be applied to dictionary for Luganda)  in this article we explore the possibility of amalgamating the semasiological (i.e. alphabetical), onomasiological (i.e. conceptual) and visual approach to dictionary compilation, here termed an alphaconceptual+ (i.e. alphaconceptual 'plus') dictionary, using luganda a a brief case study. such a dictionary would combine the strong point of alphabetical and conceptual lexicography, with all entry also linked to relevant picture plates. in section 1 we expound on the history of luganda lexicography, highlighting the different type of dictionary in the language since the early 1900s. section 2 is an exposition of semasiological and onomasiological lexicography. in section 3 and 4 we study the actual dictionary market and scholarly lexicographic literature, in africa and the rest of the world respectively. in section 5 a case for language-independent alphaconceptual+ lexicography is argued, and it proposed compilation approach is sketched out in section 6, followed by the conclusion in section 7. mu lupapula luno tutunuulidde obusobozi bw'okugatta enkola z'okuwandiika enkuluze omuli ey'ekiwalifu, ey'ebitegeero n'ennyinyonnyozabifaananyi, wano kye tutuumye enkuluze ennawalifubitegeero+, nga tukozesa oluganda ng'ekyokulabirako. enkuluze ey'engeri eno eba ejja kugatta emiganyulo gya kannankuluze ow'ekiwalifu n'ow'ebitegeero, ng'ennyingizo zonna era ziyungiddwa ku bifaananyi ebizituukirako. mu kitundu 1 tulombojja ebyafaayo bya kannankuluze w'oluganda, nga tumenya ebika by'enkuluze eby'enjawulo mu luganda okuviira ddala ku ntandikwa y'emyaka gya 1900. ekitundu 2 kinnyonnyola kannankuluze ow'ekiwalifu n'ow'ebitegeero. mu kitundu 3 ne 4 tutunuulira akatale k'enkuluze kennyini mu afrika n'ebiwandiiko by'ekiyivu ku nkuluze okwetooloola ensi yonna. mu kitundu 5 tuwa ensonga lwaki enkuluze ennawalifubitegeero+ yeetaagibwa mu luganda, ne tuteesa n'engeri gy'eyinza okuwandiikibwamu mu kitundu 6, ne tuzzaako okukubira mu kitundu 7. "
53,6043e41b310924997d8b38bc,"Digitizing the Monolingual Lusoga Dictionary : challenge and prospect  this article recount the genesis, growth and turbulent event that accompanied thecompilation of the eiwanika ly'olusoga, that is, the monolingual lusoga dictionary. contrastingacademia with the trade, legacy with state-of the-art dictionary compilation software, high praiseand visibility with daily and down-to-earth drudgery, it recount the event chronologically, fromhumble to grand, from paper to digital, from success to insignificance, and lead to a set of highlyrealistic proposal to be considered by all those involved in the compilation of explanatory dictionariesfor the african languages. olupapula luno lwandhula obuzibuobwekulungila mu kuwandiika eiwanika ly'olusoga. ebizibu ebyalimu bigelaagelanhizibwa n'ebyoebitela okwagwanibwa mu kweyunila ebyetaago by'emisomo, eby'obusuubuzi ni mu mitegekoegitela okukozesebwa mu kuwandiika amawanika. ebyetaago ebili mu mitendela gino gyonsatulebiweebwa okulaga nti, okutendelezebwa okwandibaile kugwaniile okuweebwa omulimu ogw'ekikakino tikufunibwa. omutindo ogulowoozebwa nti guteebwawo abandi kwe bayinza okusinziilagubuusibwabuusibwa bw'ogugelaagelanhia n'ebizibu ebigwetooloile mu bulamu obwa buliidho.olulapula luno lukulaga nti, okuwandiika kwa eiwanika ly'olusoga okw'atandiikila mu mbeelaennafu, kw'asobolwa okutumbulwa okutuusibwa ku mutindo gw'amawanika agandi mu nsi yoonayoona.obuvumu bw'enkola eyo, bw'asobozesa eiwanika lino okuva mu mbeela y'ekitabo ekigemebwakuokwizibwa mu mbeela y'omutegekowaziso ogusomwa ku kompyuta. ebyafaayo ebiweebwamu lupapula luno bigendelela kuwa kyakubonelaku eli abo abandyenze okugelaagelanhia ebisobokan'ebitasoboka mu kuwandiika amawanika mu nnimi dha africa enzaalilanwa. "
54,6043e41b310924997d8b38bd,"When chaos is the god of an era : rediscovering an Axis Mundi in Ben Okri’s Starbook (2007) the article begin by contextualizing ben okri’s concept of reality within atraditional, cultural framework. a brief discussion of the trajectory of african writingand the standard classification of the mode of the okri oeuvre a either non-realist ormagical realism follows. the argument challenge both appellation in reference tomy recent interview of the author (16 february 2011) in which okri redefines ‘reality’in term of the full keyboard of life. the stance, ultimately, eschews classification of aparadise lost and regained, thus avoiding any classification that might contradict themercurial unfoldment of the spirit in starbook (2007). this article proceeds to providethe rationale for the title chosen by quoting from both okri’s star of the new curfew(1988) and starbook (2007), and by linking the idea of chaos and consolation asintegral to enlightenment. short discussion on cosmic consciousness, transpersonalexperience, the sublime, the myth of eternal return and what is understood by an axismundi follow – drawing principally on mircea eliade and gerald larue and showinghow these concept can be applied to a reading of okri’s eleventh prose work."
55,6043e41b310924997d8b38be,"Corpus-based language teaching : an African language perspective study on corpus-based language teaching are notably absent within the southafrican educational context; more so with regard to the teaching of africanlanguages. this article explores the possibility offered by the availability of anelectronic corpus to enhance language teaching, and more specifically, the teaching ofnorthern sotho a a second additional language at first year university level to firsttime learner of the language. particular attention is paid to corpus-based selectionand sequencing of learning material, an activity that ha hitherto depended onanecdotal evidence and the intuition of the language teacher. a critical evaluation ofexisting pedagogical material for northern sotho reveals that although excellentsources of reference, these work are inadequate for the purpose of teaching northernsotho to first time learners. it is indicated that information gleaned from a corpusprovides the language teacher with guidance on both micro and macro level withregard to selection and sequencing of learning content."
56,6043e41b310924997d8b38bf,"Devices for information presentation in electronic dictionary  electronic dictionary should support dictionary user by giving them guidance intext production and text reception, alongside a user-definable offer of lexicographic data for cognitivepurposes. in this article, we sketch the principle of an interactive and dynamic electronic dictionaryaimed at text production and text reception guiding user in innovative ways, especiallywith respect to difficult, complicated or confusing issues. the lexicographer ha to do a very carefulanalysis of the nature of the possible problem to suggest an optimal solution for a specific problem.we are of the opinion that there are numerous complex situation where user need moredetailed support than currently available in e-dictionaries, enabling them to make valid and correctchoices. for highly complex situations, we suggest guidance through a decision tree-like device.we assume that the solution proposed here are not specific to one language only but can, aftercareful analysis, be applied to e-dictionaries in different language across the world. elektroniese woordeboeke behoort woordeboekgebruikers te ondersteun deur hulle te leiten opsigte van teksproduksie en teksresepsie volgens  gebruikergedefinieerde aanbod van leksikografiese data vir kognitiewe doeleindes. in hierdie artikel skets ons die beginsels waarop  interaktieween dinamiese elektroniese woordeboek berus, gemik op teksproduksie en teksresepsie watdie gebruikers op innoverende wyse lei, veral ten opsigte van moeilike, gekompliseerde of verwarrendeaspekte. die leksikograaf is genoodsaak om  noukeurige analise te doen van die aard vanmoontlike probleme ten einde  optimale oplossing aan te bied vir  spesifieke probleem. ons isvan mening dat daar verskeie komplekse gevalle bestaan waar gebruikers meer gedetailleerdeondersteuning benodig a wat tan in e-woordeboeke beskikbaar is ten einde korrekte keuses tekan maak. vir hoogs problematiese situasies stel ons leiding deur middel van  keuseboom-tipeinstrument voor. ons veronderstel dat die oplossings wat hier voorgestel word nie tot  enkele taalbeperk is nie, maar na versigtige analise op verkillende tale van die wêreld toegepas kan word. "
57,6043e41b310924997d8b38c0,"Leksikografiese bewerking van verwantskapsterme in Sepedi  die verwantskapsterminologie van sepedi is omvangryk en vorm  komplekse sisteem. in teenstelling met tale soos afrikaans, engels en duits word groter uitdagings aan die sepedileksikograaf gestel ten opsigte van die identifisering van verwantskapsterme en die lemmatisering en bewerking daarvan. voorafstudie van die verwantskapsterminologiestelsel is  voorvereiste vir suksesvolle gebruikersleiding. die sepedi leksikograaf is die tussenganger tussen veral die onervare woordeboekgebruiker en hierdie ingewikkelde verwantskapsterminologiesisteem, en moet derhalwe sorg vir effektiewe lemmatisering en voldoende bewerking van verwantskapsterme. die aard en omvang van verwantskapsterminologie in sepedi word ontleed en daar word aangetoon dat verwantskapsterminologie in sepedi problematies is, veral ten opsigte van die lemmatisering van samestellings, en in besonder, afgeleide enkelwoordvorme en frases, soos byvoorbeeld veelvuldige besitskonstruksies. ten einde toegang tot verwantskapsterme in die woordeboek te vergemaklik word  leksikografiese konvensie vir die lemmatisering van verwantskapsterme voorgehou. korpusvoorkomste van verwantskapsterme word aangegee en ruimte word afgestaan vir  kritiese evaluering van die lemmatisering en bewerking van verwantskapsterme in sepediwoordeboeke. kinship terminology in sepedi is extensive and form a complex system. in contrast to language such a afrikaans, english and german the lexicographer face greater challenge in respect of the identification of kinship term and the lemmatisation and treatment thereof in sepedi dictionaries. preparational study of the kinship terminology system are a prerequisite for successful user guidance. the sepedi lexicographer is the mediator, especially between the inexperienced dictionary user and this complicated kinship terminology system, and therefore ha to provide for effective lemmatisation and sufficient treatment of kinship terms. the nature and extent of kinship terminology in sepedi are analysed and it is indicated that kinship terminology in sepedi is problematic, especially in respect of the lemmatisation of compounds, and in particular, derived single-word form and phrases, such a for example multiple possessive constructions. in order to ease access to kinship term in dictionaries, a lexicographic convention for the lemmatisation of kinship term is suggested. corpus occurrence of kinship term are indicated and space is allocated for a critical evaluation of the lemmatisation and treatment of kinship term in sepedi dictionaries. "
58,6043e41b310924997d8b38c1,"A computational implementation of the Northern Sotho infinitive the aim of this article is to describe the infinitive in northern sotho based on corpus data and therespective literature; so far, all share the same view: the infinitive is a noun (of class 15) and a verb atthe same time – ‘it manifest both nominal a well a verbal features’ (poulos & louwrens, 1994:42).when implementing these constellation in a parser, however, a new perspective is found: to achieveits successful implementation, the infinitive must be defined a a verb on the one hand and a a noun ofclass 15 on the other, derived from this verb through nominalization (transposition). instead of a subjectconcord, the verb stem in the infinitive is preceded by the respective class prefix."
59,6043e41b310924997d8b38c2,"Use of LSP dictionary in secondary school - a South African case study this article report on the result of a broad evaluation of the efficacy of the multilingual explanatoryscience dictionary and multilingual explanatory math dictionary in a multilingual educationalenvironment. the aim of the investigation is to ascertain (a) whether the target user posse the necessarydictionary using skill to make use of the dictionary effectively, and (b) whether the benefit of exposureto definition of term in the home language is significant in the decoding of the meaning of scienceand mathematical terms. data were collected by mean of two questionnaire that were completed bymembers of the intended target user group. participant in the study revealed themselves inexperiencedand untrained dictionary user with rudimentary dictionary using skills. they were able to perform simplelook-up procedure but performed badly in case where a more sophisticated approach is called for."
60,6043e41b310924997d8b38c3,"Woordgroepvers  ’n taaluiting in versvorm bestaan uit linguistiese en metriese eenhede. die versgeheel bestaan uit minstens’n sin en ’n vers en twee segmente. die beginsels wat versvorm onderlê, is verdeling en ekwivalensie.die geheel word deur (a) ’n woordgrens deur rym (in afrikaans en engels) en ’n woord (in sepedi)gemarkeer, of (b) ’n woordgroepgrens in twee segmente verdeel. ekwivalensie word bewerkstellig deurrym, aksent-/kwantitatiewe ritme, woord- of woordgroepherhaling, die herhaling van ’n gelyke getallettergrepe of woorde, of die ordening van betekeniseenhede (maar slegs waar ’n sintaktiese snit asverdeler optree). die sepedivers is ’n woordgroepvers, en dit beteken dat:(a) die segmente deur ’n sintaktiese snit verdeel word, en(b) ekwivalensie deur (i) die ordening van betekeniseenhede, (ii) die herhaling van ’n woord of ’nwoordgroep en (iii) die herhaling van ’n gelyke getal kwantitatiewe lettergreepkruine bepaalword. any metrical utterance ha constituent founded in language and in metrics. the totality cannotconsist metrically of le than a verse and two segments, and linguistically of le than a sentence. theprinciples governing metrical structure are that of partition and symmetry. the totality is thus dividedinto segment by (a) a word boundary marked by rhyme (in afrikaans and english) or the repetition of aword (in sepedi), or (b) a phrase boundary. symmetry is realized by rhyme, quantitative/stress rhythm,an arrangement of unit of meaning (only where the segment are divided by a phrase boundary), therepetition of (i) the same number of syllable and (ii) the same number of words. the sepedi verse is aphrase verse, and that mean that:(a) the segment are divided by a phrase boundary;(b) equivalence or symmetry is realized by (i) the repetition of a word or a phrase, (ii) an arrangementof unit of meaning and (iii) quantitative rhythm. "
61,6043e41b310924997d8b38c4,"Bilingual dictionary for a specific user group : supporting Setswana speaker in the production and reception of English the aim of this article is to discus the design of a new english to setswana dictionary for two narrowlydefined target user group of setswana learners, i.e. upper primary (10 to 12 year old); and juniorsecondary (13 to 15 year old). the dictionary is intended to be a guide to text and speech productionin the foreign language l2 (english) and the reception of english text and speech in l1 (setswana). ageneral consideration concern the relationship between the treatment of english and that of setswana.as english is to be treated a a priority, many more data type will be made available for english thanfor setswana. furthermore, we will ass the possibility of producing a bilingual learners’ dictionarywith rather imbalanced parts: for production in (and translation into) english, a detailed descriptionof individual item is needed, whereas for reception (and translation) from english, a large list oftreatment unit is necessary, albeit with le elaborate descriptive detail. the design also aim at strongguidance through the mother tongue, setswana. two possible scenario are considered, namely separatedictionaries for the two target group or a single dictionary to serve the lexicographic need of bothtarget groups. socio-economic circumstance of most of the learner are such that buying more than onedictionary is not a realistic option, and they find themselves in a pre-dictionary culture with the resultantlack of dictionary using skills. the dictionary/dictionaries will be for paper dictionaries. the focus is onbilingualized (bld) and extended bilingual (ebl) dictionary a basic design options. we envisage animbalanced design where guidance in term of both production and reception is focused on english. ourdesign aim at the maximum utilization of the physical space in a paper dictionary with coverage of atleast 90% of both english and setswana."
62,6043e41b310924997d8b38c5,"Ngwaga wa Mopedi : seka sa ngwaga wa merafe ye mengwe ya Bibele mopedi know the sun, planet (stars), constellation and star by names, but ha a number ofmisconceptions different from other biblical nation regarding the universe. every day is believedto bring a new sun and it is maintained that there are twelve moon (months) which make theirregular, appointed appearance. the total number of his or her day a week is six, namely monday,tuesday, wednesday, thursday, friday and saturday.furthermore, mopedi belief that a year comprised twelve month that are related to the moonswhich make their regular appearance in the unirverse. observably he or she doe not differentiatethe planet and the star because to him or her there is no difference. he or she ha given thesestars names: mahlapolana (mars), kgogamašego (vernus), dithutlwa (southern stars), selemela(constalation), mošošonono (comet), etc.on the other hand, according to king 4:7 and 1 chronichles 27:1–15, the hebrew year followedthe w semitic calendar with a year of twelve lunar months. however, it is not certain whetherthe start of the year in spring (nisan) wa for use only, because there is some evidence for the yearfor civil purpose being sometimes reckoned from the autumn month of tishri a it is stated in thechronology of the old testament.the investigation ground argument on fact that there is correlation between sepedi andhebrew calendar particularly in relation to similarity a well a difference between the twonations’ belief which are related to the number (twelve months) of the month of the year. thismeans that sepedi and hebrew believe that the year comprised twelve months. adding to this,the four hebrew’s early name of the month of the year, namely abib, ziv, ethanim and bul,of uncertain meaning, differ from the contemporary hebrew calendar months. this featuristicphenomenon appears also in the sepedi naming of the month of the year where a month isnamed after two or more names, such a dibokwane (february), hlakola (march), mopitlo (may),phupu (june) and ngwatobošego (june) a well a mosegamanye (july). the arrangement of themonths of the year brings forth certain similarity to the two calendar of these two languages.however, there is difference between the two calendar in relation to the number of the day ofthe week."
63,6043e41b310924997d8b38c6,"Lekgothoane's praise poetry : an aesthetic discourse in this article, shika kgomedi lekgothoane artistic poetic work collected in ‘praises of animal innorthern sotho’ (van warmelo, 1937) are assessed on three parts: a biographical sketch, a text anda reader in order to give a map to negotiate his creative skills. lekgothoane is a traditional praisepoet. his praise poetry fall within the delimitation of nature, which is not associated with leadershipas is expected in this type of poetic work. the article proposes that nature a recited by him, enablesthe reader to understand fully the whole universe including it living thing (animals). this indicatesthat lekgothoane environment is the place where cultural and traditional behaviour, custom andhumanity are taught. his poem thus evoke a spirit of nationality."
64,6043e41b310924997d8b38c7,"The (Ama)Ndebele of Africa and their name '(ama)Ndebele' some scholar still continue to confuse or to misunderstand the relationship within the (ama)ndebeleof africa a a result of the divergent opinion propounded by scholar regarding the historical originthese ethnic groups. first, historians, anthropologist and linguist such a fourie (1921), vanwarmelo (1930), van vuuren (1983) and others regard the (ama)ndebele of the republic of southafrica (which are divided into southern and northern (ama)ndebele) to be historically related. othersregard them a distinct ethnic groups. secondly, while some consider the south african(ama)ndebele and those of zimbabwe to be distinct from each other, others regard them a related.what make matter more confusing regarding the relationship of these (ama)ndebele ethnic groupsof africa, is the fact that they share the same ethnic name ‘(ama)ndebele’ and the same language‘isindebele’.the aim of this article is, therefore, twofold a) to investigate and discus the historical background of(ama)ndebele found within the border of the republic of south africa and those of zimbabwe and b)to examine and discus the origin of the ethnic name ‘ndebele’ or ‘amandebele’. the name‘amandebele’ or simply ‘ndebele’ is a generic name used to refer to the nguni group found in andoutside the border of the republic of south africa. the historical origin of the name ‘(ama)ndebele’is also re-visited, evaluated and discussed. in conclusion, the article show that the (ama)ndebelepeople of the republic of africa (i.e., southern and northern (ama)ndebele) are historically relatedbut neither is related to those of zimbabwe despite the fact that they share the same ethnic name‘(ama)ndebele’ and the same language ‘(isindebele)’."
65,6043e41b310924997d8b38c8,"Surrogaatekwivalensie in tweetalige woordeboeke met spesifieke verwysing na zero-ekwivalensie in Afrikataalwoordeboeke  tweetalige woordeboeke word om die onttrekking van verskillende tipes inligting geraadpleeg. die datatipe waaraan die gemiddelde en kundige gebruiker van tweetalige woordeboeke die grootste behoefte het en wat daarom die algemeenste teiken van woordeboekraadpleging is, is die vertaalekwivalente, dit is die doeltaalvorme wat vir  bepaalde brontaalvorm verskaf word. die leksikograaf moet vir drie hooftipes ekwivalentverhoudinge voorsiening maak, te wete absolute ekwivalensie, gedeeltelike ekwivalensie en zero-ekwivalensie. dit is veral gevalle van zeroekwivalensie wat leksikograwe voor die uitdaging stel om op verskillende maniere daarvoor voorsiening te maak dat die gebruikers  optimale onttrekking van inligting aan woordeboekartikels behaal. in hierdie artikel word gefokus op die aard en besondere omvang van zeroekwivalensie in die afrikatale en word verskillende tipes surrogaatekwivalente en benaderingswyses onder die loep geneem.  onderskeid word ook gemaak tussen verskillende vlakke van surrogaatekwivalensie. die benadering is kontemplatief sowel a transformatief en die behoeftes van die teikengebruikers ten opsigte van teksresepsie en teksproduksie word vooropgestel. the focus in a general bilingual dictionary is on the item presenting translation equivalent for the word represented by the lemma signs. three major type of equivalent relation prevail, i.e. full equivalence, partial equivalence and zero equivalence. these different relation of equivalence confront lexicographer with different challenge to ensure that the user will be able to achieve an optimal retrieval of information from a given dictionary article. ideally, suitable translation equivalent in the target language would be available for each source language item. instance where a suitable translation equivalent is not available occur in any given language pair to be treated a source and target. adamska-sałaciak (2006:99) go a far a to state that ""due to interlingual anisomorphism a bilingual dictionary is, strictly speaking, an impossibility"" and that ""all we can hope to produce are better or worse approximations"". lexicographer have an obligation towards their specific user to ensure a presentation and treatment of translation equivalent that will enable an unambiguous retrieval of information from the data on offer in the comment on semantics of a bilingual dictionary. the nature and extent of this treatment should be determined by the need and reference skill of the intended target user group, the user situation and the lexicographic function of the specific dictionary. there are frequent instance in any given language pair where a suitable translation equivalent is not available to be treated a source and target language in a bilingual dictionary. this is known a zero equivalence and can be regarded a the most complex type of equivalence to be dealt with in a bilingual dictionary. a linguistic gap can be identified when the speaker of both language are familiar with a certain concept, but when one language doe not have a word to refer to it, whereas the other language doe have such a word. a referential gap can be postulated when a lexical item from language a ha no translation equivalent in language b. this would be because the speaker of language b do not know the referent of the lexical item from language a. this article address the various way in which lexicographer of different dictionary deal with the lack of equivalence and the subsequent use of surrogate equivalents. there are a number of strategy that the lexicographer can use when dealing with instance of zero equivalence, e.g. the use of glosses, paraphrases, illustration and even text box with lexicographic comments. this article suggests different type of surrogate equivalent based on user needs, and it will be done in accordance with the relevant dictionary functions, i.e. the cognitive function and the communicative function of text reception, text production and translation. it will be indicated that lexicographic treatment of zero equivalence is a major factor in bilingual dictionary bridging, for example, afrikaans or english with african languages. in many case a substantial part, even a large number of sequential lemma in any given alphabetical stretch, comprise zero equivalence. such instances, mostly in respect of cultural term pose a great challenge to the lexicographer. they vary in nature and complexity and call for different and innovative way of lexicographic treatment. in this article the focus will be on the nature and extent of zero equivalence in the african languages, and different type of surrogate equivalent form the basis of the discussion. a distinction will also be made between different level of surrogate equivalence. the approach is contemplative a well a transformative, with the emphasis on the need of target user in respect of text reception and text production. acknowledging different degree of complexity in the relation of surrogate equivalence lead to a tiered view of the concept. the first level in the hierarchy provides for linguistic gap where a mere gloss or brief paraphrase of meaning will suffice. more complicated are the gap where the surrogate equivalent also ha to provide grammatical guidance. the top tier in the hierarchy provides for referential gap where taboo, culture-specific or sensitive value have to be expressed. the lexicographer ha to utilise available treatment option maximally and select the mostappropriate one(s) in each case. "
66,6043e41b310924997d8b38c9,"Querying the claim of the user-friendliness of the New Sepedi Dictionary the new sepedi dictionary is a concisetranslating bilingual dictionary. even thoughthe compiler claim that this dictionary is very user-friendly, this can be queried. accordingly, the main aim of this article is to test the usefulness of this lexicographic compilation. the discussion is restricted to the english–sepedi part a sepedi is the target language. a study of the dictionary articles, spelling, unnecessaryloanwords, corresponding words, coinages, hyphenated words, repetition of word and inconsistency display the deficiency in this dictionary. a a result, it is recommended that the dictionary should be duly revisited and revised."
67,6043e41b310924997d8b38ca,"Designing a noun guesser for part of speech tagging in Northern Sotho in this article, we describe an element of a suite of computational tool for assigning word-class tag (as a preparation for part of speech (pos) tagging) to word form in unrestricted northern sotho texts. pos-tagging is a step towards a linguistic analysis of the texts, which in turn allows for advanced data extraction.the tool component that is described, identifies (and classifies) noun forms. several type of linguistic knowledge are used to recognize noun that are not contained in the noun lexicon of the system. these include the relationship between singular and plural noun prefixes, knowledge about noun derivation, and data about the co-occurrence of the candidate with concords, pronoun and adjective in a local context.our implementation is a symbolic, voting-based process : together, all test determine whether a candidate is a noun; accuracy on unseen test data is around 92%."
68,6043e41b310924997d8b38cb,"Divination expressed through poetry : the divinatory poem of Johannes Mokgwadi this article aim to explore the divinatory poem of johannes mokgwadi with special reference to their structure, role and tool of performance in the art of divination a practised still today by the bapedi in some rural area of south africa. cultural verse form in 'the poetry of divinatory bones', a this form of poetry may be called (due to the set of divinatory bone used in the process of divination), will be outlined through a discussion of metrical compositions, long-measure verse, long-measure 'echo' or repetition verse, divinatory poem with linked hemistichs, divinatory poem with repeated segments, long-measure triplet verse, and verse of four, five or more hemistichs. these form design are intended to achieve maximum impact when recited. the role of the traditional healer a an intermediary figure between the god and his people will be indicated. divinatory poem are shrouded in secrecy, a they are intended for listening (by targeted addressees) and not for reading (by the general public), for communication with ancestor and not for performance before an audience in public gatherings. the discussion of the divinatory apparatus serf to shed light on the symbolism of the key icon in the selected extract from the poetry."
69,6043e41b310924997d8b38cc,"Classification of Setswana short story the aim of this article is to reclassify setswana short story according to their treatment of female characters. critic such a ranamane have classified setswana literary work according to year of publication, without giving any valid reason for this type of classification. this article, focusing on the development of the characterisation of woman in setswana short stories, classifies story based on three periods, namely the phase of womanism, the experimental phase and the phase of feminism. in the phase of womanism, the outstanding feature of characterisation of female include oppression and ill-treatment, discrimination and segregation, ignorance, physical violence against female and limitation of the role of woman to caring for the extended family. in the experimental phase, feature include liberation of a female character, freedom of the whole society, agreement on marriage and working together a a team to solve the problem of society. the phase of feminism is identified by feature of characterisation of female such a eradication of oppression, the fight for equality between woman and men, removal of segregation and discrimination and also change across the whole of society. afrikaans: die doel van hierdie artikel is om setswanakortverhale te herklassifiseer volgens die aard van hulle vrouekarakters. kritici soos ranamane het letterkundige werke in setswana volgens hulle publikasiedatum geklassifiseer sonder om geldige redes vir hierdie soort klassifikasie te gee. hierdie artikel fokus op die ontwikkeling van karakterisering van vroue in setswanakortverhale. hiervolgens word verhale geklassifiseer op grond van drie periodes, naamlik die fase van vrouebewussyn (womanism), die eksperimentele fase en die feministiese fase. in die fase van vrouebewussyn sluit die belangrikste kenmerke van vroulike karakterisering in: die onderdrukking en slegte behandeling, diskriminasie en segregasie, onkunde, fisiese geweld teen vroue, en die beperking van die vrou se rol tot die omsien na die uitgebreide gesin. die kenmerke van die eksperimentele fase sluit in: die vrywording van  vroulike karakter, vryheid van die hele gemeenskap, ooreenkoms oor huwelike en mense wat a  span saamwerk om die probleme van die samelewing op te los. die feministiese fase word gekenmerk deur eienskappe van vroulike karakterisering, soos die uitwissing van onderdrukking, die stryd om gelykheid tussen man en vroue, afskaffing van segregasie en diskriminasie en ook die verandering in die hele gemeenskap."
